,mc,mn,mc_onset,mn_onset,timesig,staff,voice,label,offset_x,offset_y,offset,alt_label,globalkey,localkey,pedal,chord,numeral,form,figbass,changes,relativeroot,cadence,phraseend,chord_type,globalkey_is_minor,localkey_is_minor,chord_tones,added_tones,root,bass_note,n_colored,n_untouched,count_ratio,dur_colored,dur_untouched,dur_ratio,root_diff,progression_type_simple,progression_type_fine,volta,minDistance
1295,28,28,1/2,1/2,3/4,2,1,#vi%7,,,,,a,i,,#vi%7,#vi,%,7.0,,,,,%7,1,1,"6, 3, 0, 4",,6,6,0,3,0.0,0.0,0.25,0.0,2.0,A,WA_dia,,
1296,28,28,5/8,5/8,3/4,2,1,#viio,,,,,a,i,,#viio,#vii,o,,,,,,o,1,1,"8, 5, 2",,8,8,0,3,0.0,0.0,0.25,0.0,2.0,A,WA_dia,,
1297,29,29,0,0,3/4,2,1,i,,,,,a,i,,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,1,3,0.25,0.0625,0.3125,0.1666666666666666,-5.0,A,WA_dia,,
1298,29,29,3/16,3/16,3/4,2,1,V6,,,,,a,i,,V6,V,,6.0,,,,,M,1,1,"8, 5, 4",,4,8,0,2,0.0,0.0,0.125,0.0,1.0,W,WA_dia,,
1299,29,29,1/4,1/4,3/4,2,1,i,,,,,a,i,,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,0,3,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
1300,29,29,3/8,3/8,3/4,2,1,iv6,,,,iv,a,i,,iv6,iv,,6.0,,,,,m,1,1,"-1, 3, 2",,2,-1,0,3,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
1301,29,29,1/2,1/2,3/4,2,1,i64,,,,i6,a,i,,i64,i,,64.0,,,,,m,1,1,"4, 3, 0",,3,4,0,3,0.0,0.0,0.25,0.0,1.0,W,WA_dia,,
1302,29,29,5/8,5/8,3/4,2,1,iio6,0.0,-9.0,/,iio,a,i,,iio6,ii,o,6.0,,,,,o,1,1,"2, -1, 5",,5,2,0,3,0.0,0.0,0.25,0.0,2.0,A,WA_dia,,
1303,30,30,0,0,3/4,2,1,i6,,,,,a,i,,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,2,4,0.3333333333333333,0.125,0.25,0.3333333333333333,-2.0,A,WA_dia,,
1304,30,30,3/16,3/16,3/4,2,1,#viio6,,,,,a,i,,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,0,2,0.0,0.0,0.125,0.0,5.0,A,WA_dia,,
1305,30,30,1/4,1/4,3/4,2,1,i6,,,,,a,i,,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,0,3,0.0,0.0,0.25,0.0,-5.0,A,WA_dia,,
1306,30,30,3/8,3/8,3/4,2,1,iio6,,,,,a,i,,iio6,ii,o,6.0,,,,,o,1,1,"2, -1, 5",,5,2,0,3,0.0,0.0,0.25,0.0,2.0,A,WA_dia,,
1307,30,30,1/2,1/2,3/4,2,1,i6,,,,,a,i,,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,0,3,0.0,0.0,0.25,0.0,-2.0,A,WA_dia,,
1308,30,30,5/8,5/8,3/4,2,1,#viio6,,,,,a,i,,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,0,3,0.0,0.0,0.25,0.0,5.0,A,WA_dia,,
1309,31,31,0,0,3/4,2,1,i}{,,,,,a,i,,i,i,,,,,,}{,m,1,1,"3, 0, 4",,3,3,0,4,0.0,0.0,0.4375,0.0,-5.0,A,WA_dia,,
1310,31,31,3/16,3/16,3/4,2,1,#viio(+2),,,,,a,i,,#viio(+2),#vii,o,,+2,,,,o,1,1,"8, 5, 2",3.0,8,8,0,2,0.0,0.0,0.125,0.0,5.0,A,WA_dia,,
1311,31,31,1/4,1/4,3/4,2,1,V[i,,,,,a,i,V,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,0,4,0.0,0.0,0.375,0.0,-5.0,A,WA_dia,,
1312,31,31,3/8,3/8,3/4,2,1,#viio6,,,,,a,i,V,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,1,3,0.25,0.0625,0.3125,0.1666666666666666,5.0,A,WA_dia,,
1313,31,31,1/2,1/2,3/4,2,1,i6,,,,,a,i,V,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,0,5,0.0,0.0,0.375,0.0,-5.0,A,WA_dia,,
1314,31,31,5/8,5/8,3/4,2,1,iio6,,,,,a,i,V,iio6,ii,o,6.0,,,,,o,1,1,"2, -1, 5",,5,2,1,4,0.2,0.0625,0.3125,0.1666666666666666,2.0,A,WA_dia,,
1315,32,32,0,0,3/4,2,1,#viio7],,,,,a,i,V,#viio7,#vii,o,7.0,,,,,o7,1,1,"8, 5, 2, -1",,8,8,3,4,0.4285714285714285,0.5,0.25,0.6666666666666666,3.0,S,S_dia,,
1316,32,32,1/4,1/4,3/4,2,1,#viio,,,,,a,i,,#viio,#vii,o,,,,,,o,1,1,"8, 5, 2",,8,8,0,4,0.0,0.0,0.25,0.0,0.0,I,!,,
1317,32,32,1/2,1/2,3/4,2,1,V7,,,,,a,i,,V7,V,,7.0,,,,,Mm7,1,1,"4, 8, 5, 2",,4,4,1,3,0.25,0.0625,0.1875,0.25,-4.0,S,S_dia,,
1318,33,33,0,0,3/4,2,1,i,,,,,a,i,,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,0,4,0.0,0.0,0.4375,0.0,-1.0,S,S_dia,,
1319,33,33,3/16,3/16,3/4,2,1,#viio(+2),,,,,a,i,,#viio(+2),#vii,o,,+2,,,,o,1,1,"8, 5, 2",3.0,8,8,0,2,0.0,0.0,0.125,0.0,5.0,A,WA_dia,,
1320,33,33,1/4,1/4,3/4,2,1,V[i,,,,,a,i,V,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,0,4,0.0,0.0,0.375,0.0,-5.0,A,WA_dia,,
1321,33,33,3/8,3/8,3/4,2,1,#viio6,,,,,a,i,V,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,1,3,0.25,0.0625,0.3125,0.1666666666666666,5.0,A,WA_dia,,
1322,33,33,1/2,1/2,3/4,2,1,i6,,,,,a,i,V,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,0,5,0.0,0.0,0.375,0.0,-5.0,A,WA_dia,,
1323,33,33,5/8,5/8,3/4,2,1,iio6,,,,,a,i,V,iio6,ii,o,6.0,,,,,o,1,1,"2, -1, 5",,5,2,1,4,0.2,0.0625,0.3125,0.1666666666666666,2.0,A,WA_dia,,
1324,34,34,0,0,3/4,2,1,#viio7],,,,,a,i,V,#viio7,#vii,o,7.0,,,,,o7,1,1,"8, 5, 2, -1",,8,8,3,4,0.4285714285714285,0.5,0.25,0.6666666666666666,3.0,S,S_dia,,
1325,34,34,1/4,1/4,3/4,2,1,#viio,,,,,a,i,,#viio,#vii,o,,,,,,o,1,1,"8, 5, 2",,8,8,0,4,0.0,0.0,0.25,0.0,0.0,I,!,,
1326,34,34,1/2,1/2,3/4,2,1,V7,,,,,a,i,,V7,V,,7.0,,,,,Mm7,1,1,"4, 8, 5, 2",,4,4,1,3,0.25,0.0625,0.1875,0.25,-4.0,S,S_dia,,
1327,35,35,0,0,3/4,2,1,i,,,,,a,i,,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,0,4,0.0,0.0,0.4375,0.0,-1.0,S,S_dia,,
1328,35,35,3/16,3/16,3/4,2,1,#viio(+2),,,,,a,i,,#viio(+2),#vii,o,,+2,,,,o,1,1,"8, 5, 2",3.0,8,8,0,2,0.0,0.0,0.125,0.0,5.0,A,WA_dia,,
1329,35,35,1/4,1/4,3/4,2,1,V[i,,,,,a,i,V,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,0,4,0.0,0.0,0.375,0.0,-5.0,A,WA_dia,,
1330,35,35,3/8,3/8,3/4,2,1,#viio6,,,,,a,i,V,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,1,3,0.25,0.0625,0.3125,0.1666666666666666,5.0,A,WA_dia,,
1331,35,35,1/2,1/2,3/4,2,1,i6,,,,,a,i,V,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,0,5,0.0,0.0,0.375,0.0,-5.0,A,WA_dia,,
1332,35,35,5/8,5/8,3/4,2,1,ii%65,,,,,a,i,V,ii%65,ii,%,65.0,,,,,%7,1,1,"2, -1, 3, 5",,5,2,1,4,0.2,0.0625,0.3125,0.1666666666666666,2.0,A,WA_dia,,
1333,36,36,0,0,3/4,2,1,V}{,,,,,a,i,V,V,V,,,,,,}{,M,1,1,"4, 8, 5",,4,4,1,5,0.1666666666666666,0.0625,0.4375,0.125,-1.0,S,S_dia,,
1334,36,36,1/4,1/4,3/4,2,1,V(64),,,,,a,i,V,V(64),V,,,64,,,,M,1,1,"4, 3, 0",,4,4,1,5,0.1666666666666666,0.0625,0.4375,0.125,0.0,I,!,,
1335,36,36,1/2,1/2,3/4,2,1,#viio64,,,,,a,i,V,#viio64,#vii,o,64.0,,,,,o,1,1,"2, 8, 5",,8,2,2,4,0.3333333333333333,0.1875,0.3125,0.375,4.0,W,WA_dia,,
1336,37,37,0,0,3/4,2,1,#vio64,,,,,a,i,V,#vio64,#vi,o,64.0,,,,,o,1,1,"0, 6, 3",,6,0,2,4,0.3333333333333333,0.1875,0.3125,0.375,-2.0,A,WA_dia,,
1337,37,37,1/4,1/4,3/4,2,1,iio6,,,,,a,i,V,iio6,ii,o,6.0,,,,,o,1,1,"2, -1, 5",,5,2,2,4,0.3333333333333333,0.1875,0.3125,0.375,-1.0,S,S_dia,,
1338,37,37,1/2,1/2,3/4,2,1,i6,,,,,a,i,V,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,1,5,0.1666666666666666,0.0625,0.4375,0.125,-2.0,A,WA_dia,,
1339,38,38,0,0,3/4,2,1,#viio6,,,,,a,i,V,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,2,4,0.3333333333333333,0.1875,0.3125,0.375,5.0,A,WA_dia,,
1340,38,38,1/4,1/4,3/4,2,1,i6,,,,,a,i,V,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,1,5,0.1666666666666666,0.0625,0.4375,0.125,-5.0,A,WA_dia,,
1341,38,38,1/2,1/2,3/4,2,1,#viio6,,,,,a,i,V,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,2,4,0.3333333333333333,0.1875,0.3125,0.375,5.0,A,WA_dia,,
1342,39,39,0,0,3/4,2,1,#vio6,,,,,a,i,V,#vio6,#vi,o,6.0,,,,,o,1,1,"3, 0, 6",,6,3,2,4,0.3333333333333333,0.1875,0.3125,0.375,-2.0,A,WA_dia,,
1343,39,39,1/4,1/4,3/4,2,1,#viio6,,,,,a,i,V,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,2,4,0.3333333333333333,0.1875,0.3125,0.375,2.0,A,WA_dia,,
1344,39,39,1/2,1/2,3/4,2,1,#vio6,,,,,a,i,V,#vio6,#vi,o,6.0,,,,,o,1,1,"3, 0, 6",,6,3,2,4,0.3333333333333333,0.1875,0.3125,0.375,-2.0,A,WA_dia,,
1345,40,40,0,0,3/4,2,1,V6],,,,,a,i,V,V6,V,,6.0,,,,,M,1,1,"8, 5, 4",,4,8,1,5,0.1666666666666666,0.0625,0.4375,0.125,-2.0,A,WA_dia,,
1346,40,40,1/4,1/4,3/4,2,1,iio,,,,#viio6,a,i,,iio,ii,o,,,,,,o,1,1,"5, 2, -1",,5,5,0,2,0.0,0.0,0.125,0.0,1.0,W,WA_dia,,
1347,40,40,3/8,3/8,3/4,2,1,i6,,,,,a,i,,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,0,4,0.0,0.0,0.25,0.0,-2.0,A,WA_dia,,
1348,40,40,1/2,1/2,3/4,2,1,#viio6,,,,,a,i,,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,0,4,0.0,0.0,0.25,0.0,5.0,A,WA_dia,,
1349,40,40,5/8,5/8,3/4,2,1,#vio6,,,,,a,i,,#vio6,#vi,o,6.0,,,,,o,1,1,"3, 0, 6",,6,3,0,4,0.0,0.0,0.25,0.0,-2.0,A,WA_dia,,
1350,41,41,0,0,3/4,2,1,#viio6,,,,,a,i,,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,2,6,0.25,0.125,0.375,0.25,2.0,A,WA_dia,,
1351,41,41,1/4,1/4,3/4,2,1,V6,,,,,a,i,,V6,V,,6.0,,,,,M,1,1,"8, 5, 4",,4,8,2,6,0.25,0.125,0.375,0.25,-4.0,S,S_dia,,
1352,41,41,1/2,1/2,3/4,2,1,iv6,,,,,a,i,,iv6,iv,,6.0,,,,,m,1,1,"-1, 3, 2",,2,-1,2,6,0.25,0.125,0.375,0.25,-2.0,A,WA_dia,,
1353,42,42,0,0,3/4,2,1,iio6,,,,,a,i,,iio6,ii,o,6.0,,,,,o,1,1,"2, -1, 5",,5,2,2,6,0.25,0.125,0.375,0.25,3.0,S,S_dia,,
1354,42,42,1/4,1/4,3/4,2,1,#viio6,,,,,a,i,,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,2,6,0.25,0.125,0.375,0.25,3.0,S,S_dia,,
1355,42,42,1/2,1/2,3/4,2,1,V6,,,,,a,i,,V6,V,,6.0,,,,,M,1,1,"8, 5, 4",,4,8,1,4,0.2,0.0625,0.3125,0.1666666666666666,-4.0,S,S_dia,,
1356,43,43,0,0,3/4,2,1,V[V7,,,,,a,i,V,V7,V,,7.0,,,,,Mm7,1,1,"4, 8, 5, 2",,4,4,1,3,0.25,0.0625,0.375,0.1428571428571428,0.0,I,!,,
1357,43,43,1/4,1/4,3/4,2,1,iio,,,,,a,i,V,iio,ii,o,,,,,,o,1,1,"5, 2, -1",,5,5,1,3,0.25,0.0625,0.1875,0.25,1.0,W,WA_dia,,
1358,43,43,1/2,1/2,3/4,2,1,#viio6,,,,,a,i,V,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,1,3,0.25,0.0625,0.1875,0.25,3.0,S,S_dia,,
1359,44,44,0,0,3/4,2,1,iio6,,,,,a,i,V,iio6,ii,o,6.0,,,,,o,1,1,"2, -1, 5",,5,2,2,3,0.4,0.3125,0.1875,0.625,-3.0,W,WA_dia,,
1360,44,44,1/4,1/4,3/4,2,1,V2,,,,,a,i,V,V2,V,,2.0,,,,,Mm7,1,1,"2, 4, 8, 5",,4,2,1,3,0.25,0.0625,0.1875,0.25,-1.0,S,S_dia,,
1361,44,44,1/2,1/2,3/4,2,1,iio6,,,,,a,i,V,iio6,ii,o,6.0,,,,,o,1,1,"2, -1, 5",,5,2,1,3,0.25,0.0625,0.1875,0.25,1.0,W,WA_dia,,
1362,45,45,0,0,3/4,2,1,V7,,,,,a,i,V,V7,V,,7.0,,,,,Mm7,1,1,"4, 8, 5, 2",,4,4,1,4,0.2,0.0625,0.4375,0.125,-1.0,S,S_dia,,
1363,45,45,1/4,1/4,3/4,2,1,V,,,,,a,i,V,V,V,,,,,,,M,1,1,"4, 8, 5",,4,4,1,3,0.25,0.0625,0.1875,0.25,0.0,I,!,,
1364,45,45,1/2,1/2,3/4,2,1,#viio,,,,,a,i,V,#viio,#vii,o,,,,,,o,1,1,"8, 5, 2",,8,8,1,3,0.25,0.0625,0.1875,0.25,4.0,W,WA_dia,,
1365,46,46,0,0,3/4,2,1,V],,,,,a,i,V,V,V,,,,,,,M,1,1,"4, 8, 5",,4,4,7,5,0.5833333333333334,0.4375,0.3125,0.5833333333333334,-4.0,S,S_dia,,
1366,47,47,0,0,3/4,2,1,i|PAC}{,,,,,a,i,,i,i,,,,,PAC,}{,m,1,1,"3, 0, 4",,3,3,0,6,0.0,0.0,0.875,0.0,-1.0,S,S_dia,,
1367,47,47,1/2,1/2,3/4,2,1,V6/III,,,,,a,i,,V6/III,V,,6.0,,III,,,M,1,1,"5, 2, 1",,1,5,1,3,0.25,0.0625,0.3125,0.1666666666666666,-2.0,A,WA_dia,,
1368,47,47,5/8,5/8,3/4,2,1,V7/III,,,,,a,i,,V7/III,V,,7.0,,III,,,Mm7,1,1,"1, 5, 2, -1",,1,1,0,4,0.0,0.0,0.375,0.0,0.0,I,!,,
1369,48,48,0,0,3/4,2,1,III,,,,,a,i,,III,III,,,,,,,M,1,1,"0, 4, 1",,0,0,2,5,0.2857142857142857,0.125,0.625,0.1666666666666666,-1.0,S,S_dia,,
1370,48,48,1/4,1/4,3/4,2,1,i,,,,,a,i,,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,0,2,0.0,0.0,0.125,0.0,3.0,S,S_dia,,
1371,48,48,3/8,3/8,3/4,2,1,iv,,,,,a,i,,iv,iv,,,,,,,m,1,1,"2, -1, 3",,2,2,0,4,0.0,0.0,0.375,0.0,-1.0,S,S_dia,,
1372,48,48,1/2,1/2,3/4,2,1,i6,,,,,a,i,,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,0,4,0.0,0.0,0.375,0.0,1.0,W,WA_dia,,
1373,48,48,5/8,5/8,3/4,2,1,#viio6,,,,,a,i,,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,0,4,0.0,0.0,0.375,0.0,5.0,A,WA_dia,,
1374,49,49,0,0,3/4,2,1,i,,,,,a,i,,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,2,6,0.25,0.125,0.625,0.1666666666666666,-5.0,A,WA_dia,,
1375,49,49,3/8,3/8,3/4,2,1,i6,,,,,a,i,,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,0,4,0.0,0.0,0.375,0.0,0.0,I,!,,
1376,49,49,1/2,1/2,3/4,2,1,#viio6,,,,,a,i,,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,0,4,0.0,0.0,0.375,0.0,5.0,A,WA_dia,,
1377,49,49,5/8,5/8,3/4,2,1,i,,,,,a,i,,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,0,4,0.0,0.0,0.375,0.0,-5.0,A,WA_dia,,
1378,50,50,0,0,3/4,2,1,V7,,,,,a,i,,V7,V,,7.0,,,,,Mm7,1,1,"4, 8, 5, 2",,4,4,1,6,0.1428571428571428,0.0625,0.6875,0.0833333333333333,1.0,W,WA_dia,,
1379,50,50,1/4,1/4,3/4,2,1,VI,,,,,a,i,,VI,VI,,,,,,,M,1,1,"-1, 3, 0",,-1,-1,1,3,0.25,0.0625,0.3125,0.1666666666666666,-5.0,A,WA_dia,,
1380,50,50,3/8,3/8,3/4,2,1,ii%65,,,,,a,i,,ii%65,ii,%,65.0,,,,,%7,1,1,"2, -1, 3, 5",,5,2,0,5,0.0,0.0,0.5,0.0,6.0,S,S_chr,,
1381,50,50,1/2,1/2,3/4,2,1,V(64),,,,,a,i,,V(64),V,,,64,,,,M,1,1,"4, 3, 0",,4,4,0,5,0.0,0.0,0.5,0.0,-1.0,S,S_dia,,
1382,50,50,5/8,5/8,3/4,2,1,V7,,,,,a,i,,V7,V,,7.0,,,,,Mm7,1,1,"4, 8, 5, 2",,4,4,0,5,0.0,0.0,0.5,0.0,0.0,I,!,,
1383,51,51,0,0,3/4,2,1,i}{,,,,,a,i,,i,i,,,,,,}{,m,1,1,"3, 0, 4",,3,3,1,3,0.25,0.0625,0.3125,0.1666666666666666,-1.0,S,S_dia,,
1384,51,51,1/8,1/8,3/4,2,1,V,,,,,a,i,,V,V,,,,,,,M,1,1,"4, 8, 5",,4,4,1,2,0.3333333333333333,0.0625,0.1875,0.25,1.0,W,WA_dia,,
1385,51,51,1/4,1/4,3/4,2,1,i,,,,,a,i,,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,1,2,0.3333333333333333,0.0625,0.1875,0.25,-1.0,S,S_dia,,
1386,51,51,3/8,3/8,3/4,2,1,VI6,,,,,a,i,,VI6,VI,,6.0,,,,,M,1,1,"3, 0, -1",,-1,3,0,3,0.0,0.0,0.25,0.0,-4.0,S,S_dia,,
1387,51,51,1/2,1/2,3/4,2,1,III6,,,,,a,i,,III6,III,,6.0,,,,,M,1,1,"4, 1, 0",,0,4,0,4,0.0,0.0,0.25,0.0,1.0,W,WA_dia,,
1388,51,51,5/8,5/8,3/4,2,1,iio6,,,,,a,i,,iio6,ii,o,6.0,,,,,o,1,1,"2, -1, 5",,5,2,0,4,0.0,0.0,0.25,0.0,5.0,A,WA_dia,,
1389,52,52,0,0,3/4,2,1,V(64),,,,,a,i,,V(64),V,,,64,,,,M,1,1,"4, 3, 0",,4,4,2,4,0.3333333333333333,0.125,0.25,0.3333333333333333,-1.0,S,S_dia,,
1390,52,52,3/16,3/16,3/4,2,1,V,,,,,a,i,,V,V,,,,,,,M,1,1,"4, 8, 5",,4,4,0,2,0.0,0.0,0.125,0.0,0.0,I,!,,
1391,52,52,1/4,1/4,3/4,2,1,i,,,,,a,i,,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,1,3,0.25,0.0625,0.1875,0.25,-1.0,S,S_dia,,
1392,52,52,3/8,3/8,3/4,2,1,iv65,,,,,a,i,,iv65,iv,,65.0,,,,,mm7,1,1,"-1, 3, 0, 2",,2,-1,0,4,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
1393,52,52,1/2,1/2,3/4,2,1,i6,,,,,a,i,,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,0,4,0.0,0.0,0.25,0.0,1.0,W,WA_dia,,
1394,52,52,5/8,5/8,3/4,2,1,#viio6,,,,,a,i,,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,0,4,0.0,0.0,0.25,0.0,5.0,A,WA_dia,,
1395,53,53,0,0,3/4,2,1,i6,,,,,a,i,,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,2,2,0.5,0.125,0.125,0.5,-5.0,A,WA_dia,,
1396,53,53,1/8,1/8,3/4,2,1,i,,,,,a,i,,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,0,4,0.0,0.0,0.25,0.0,0.0,I,!,,
1397,53,53,1/4,1/4,3/4,2,1,V,,,,,a,i,,V,V,,,,,,,M,1,1,"4, 8, 5",,4,4,2,2,0.5,0.125,0.125,0.5,1.0,W,WA_dia,,
1398,53,53,3/8,3/8,3/4,2,1,i6,,,,,a,i,,i6,i,,6.0,,,,,m,1,1,"0, 4, 3",,3,0,0,4,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
1399,53,53,1/2,1/2,3/4,2,1,#viio6,,,,,a,i,,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,0,4,0.0,0.0,0.25,0.0,5.0,A,WA_dia,,
1400,53,53,5/8,5/8,3/4,2,1,#vio6,,,,,a,i,,#vio6,#vi,o,6.0,,,,,o,1,1,"3, 0, 6",,6,3,0,4,0.0,0.0,0.25,0.0,-2.0,A,WA_dia,,
1401,54,54,0,0,3/4,2,1,#viio6,,,,,a,i,,#viio6,#vii,o,6.0,,,,,o,1,1,"5, 2, 8",,8,5,2,2,0.5,0.125,0.125,0.5,2.0,A,WA_dia,,
1402,54,54,1/8,1/8,3/4,2,1,V65,0.247866,3.3754,/,V43,a,i,,V65,V,,65.0,,,,,Mm7,1,1,"8, 5, 2, 4",,4,8,0,4,0.0,0.0,0.25,0.0,-4.0,S,S_dia,,0.252134
1403,54,54,1/4,1/4,3/4,2,1,i,,,,,a,i,,i,i,,,,,,,m,1,1,"3, 0, 4",,3,3,1,2,0.3333333333333333,0.0625,0.1875,0.25,-1.0,S,S_dia,,
1404,54,54,3/8,3/8,3/4,2,1,iv7,,,,,a,i,,iv7,iv,,7.0,,,,,mm7,1,1,"2, -1, 3, 0",,2,2,0,3,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
1405,54,54,1/2,1/2,3/4,2,1,V(4),,,,,a,i,,V(4),V,,,4,,,,M,1,1,"4, 3, 5",,4,4,0,4,0.0,0.0,0.5,0.0,2.0,A,WA_dia,,
1406,54,54,5/8,5/8,3/4,2,1,V,,,,,a,i,,V,V,,,,,,,M,1,1,"4, 8, 5",,4,4,0,3,0.0,0.0,0.25,0.0,0.0,I,!,,
1407,55,55,0,0,3/4,2,1,i|PAC}{,,,,,a,i,,i,i,,,,,PAC,}{,m,1,1,"3, 0, 4",,3,3,3,17,0.15,0.1875,1.875,0.0909090909090909,-1.0,S,S_dia,,
1408,56,56,0,0,3/4,2,1,iv7,,,,,a,i,,iv7,iv,,7.0,,,,,mm7,1,1,"2, -1, 3, 0",,2,2,1,3,0.25,0.0,0.5,0.0,-1.0,S,S_dia,,
1409,56,56,1/8,1/8,3/4,2,1,viio6/III,,,,,a,i,,viio6/III,vii,o,6.0,,III,,,o,1,1,"2, -1, 5",,5,2,0,2,0.0,0.0,0.25,0.0,3.0,S,S_dia,,
1410,56,56,1/4,1/4,3/4,2,1,V/III,,,,,a,i,,V/III,V,,,,III,,,M,1,1,"1, 5, 2",,1,1,3,13,0.1875,0.1875,1.25,0.1304347826086956,-4.0,S,S_dia,,
1411,57,57,0,0,3/4,2,1,III,,,,,a,i,,III,III,,,,,,,M,1,1,"0, 4, 1",,0,0,4,18,0.1818181818181818,0.1875,2.0,0.0857142857142857,-1.0,S,S_dia,,
1412,58,58,0,0,3/4,2,1,ii%7/v,,,,,a,i,,ii%7/v,ii,%,7.0,,v,,,%7,1,1,"6, 3, 0, 4",,6,6,1,3,0.25,0.0,0.5,0.0,6.0,S,S_chr,,
1413,58,58,1/8,1/8,3/4,2,1,#viio6/v,,,,,a,i,,#viio6/v,#vii,o,6.0,,v,,,o,1,1,"6, 3, 9",,9,6,0,2,0.0,0.0,0.25,0.0,3.0,S,S_dia,,
1414,58,58,1/4,1/4,3/4,2,1,V/v,,,,,a,i,,V/v,V,,,,v,,,M,1,1,"5, 9, 6",,5,5,3,13,0.1875,0.1875,1.25,0.1304347826086956,-4.0,S,S_dia,,
1415,59,59,0,0,3/4,2,1,i/v,,,,,a,i,,i/v,i,,,,v,,,m,1,1,"4, 1, 5",,4,4,3,5,0.375,0.125,0.5,0.2,-1.0,S,S_dia,,
1416,59,59,1/4,1/4,3/4,2,1,i6/v,,,,,a,i,,i6/v,i,,6.0,,v,,,m,1,1,"1, 5, 4",,4,1,2,4,0.3333333333333333,0.125,0.375,0.25,0.0,I,!,,
1417,59,59,1/2,1/2,3/4,2,1,III/v,,,,,a,i,,III/v,III,,,,v,,,M,1,1,"1, 5, 2",,1,1,0,4,0.0,0.0,0.25,0.0,-3.0,W,WA_dia,,
1418,59,59,5/8,5/8,3/4,2,1,iio/v,,,,,a,i,,iio/v,ii,o,,,v,,,o,1,1,"6, 3, 0",,6,6,0,4,0.0,0.0,0.25,0.0,5.0,A,WA_dia,,
1419,60,60,0,0,3/4,2,1,i6/v}{,,,,,a,i,,i6/v,i,,6.0,,v,,}{,m,1,1,"1, 5, 4",,4,1,1,2,0.3333333333333333,0.0625,0.1875,0.25,-2.0,A,WA_dia,,
1420,60,60,1/8,1/8,3/4,2,1,V/v,,,,,a,i,,V/v,V,,,,v,,,M,1,1,"5, 9, 6",,5,5,1,2,0.3333333333333333,0.0625,0.1875,0.25,1.0,W,WA_dia,,
1421,60,60,1/4,1/4,3/4,2,1,i/v,,,,,a,i,,i/v,i,,,,v,,,m,1,1,"4, 1, 5",,4,4,1,2,0.3333333333333333,0.0625,0.1875,0.25,-1.0,S,S_dia,,
