composer,piece,S->S,S->A,S->W,A->S,A->A,A->W,W->S,W->A,W->W
Mozart,K330-2_reviewed,0.2,0.14444444444444443,0.17777777777777778,0.1,0.022222222222222223,0.05555555555555555,0.2222222222222222,0.044444444444444446,0.03333333333333333
Mozart,K330-3_reviewed,0.058823529411764705,0.041176470588235294,0.27647058823529413,0.03529411764705882,0.0058823529411764705,0.08823529411764706,0.34705882352941175,0.08235294117647059,0.06470588235294118
Mozart,K331-1_reviewed,0.15270935960591134,0.1330049261083744,0.21182266009852216,0.17733990147783252,0.11330049261083744,0.009852216748768473,0.16748768472906403,0.019704433497536946,0.014778325123152709
Mozart,K331-2_reviewed,0.22340425531914893,0.11702127659574468,0.18085106382978725,0.10638297872340426,0.0851063829787234,0.031914893617021274,0.19148936170212766,0.0425531914893617,0.02127659574468085
Mozart,K331-3_reviewed,0.30952380952380953,0.07142857142857142,0.17857142857142858,0.05952380952380952,0.023809523809523808,0.023809523809523808,0.21428571428571427,0.047619047619047616,0.07142857142857142
Mozart,K332-1_reviewed,0.25210084033613445,0.10504201680672269,0.1722689075630252,0.08403361344537816,0.07142857142857142,0.05042016806722689,0.19747899159663865,0.05042016806722689,0.01680672268907563
Mozart,K332-2_reviewed,0.37349397590361444,0.12048192771084337,0.18072289156626506,0.07228915662650602,0.07228915662650602,0.012048192771084338,0.1566265060240964,0.0,0.012048192771084338
Mozart,K332-3_reviewed,0.16723549488054607,0.06825938566552901,0.2150170648464164,0.12286689419795221,0.18088737201365188,0.010238907849829351,0.18430034129692832,0.051194539249146756,0.0
Mozart,K333-1_reviewed,0.13725490196078433,0.16013071895424835,0.11764705882352941,0.17647058823529413,0.22875816993464052,0.03594771241830065,0.08169934640522876,0.05555555555555555,0.006535947712418301
Mozart,K333-2_reviewed,0.13793103448275862,0.11206896551724138,0.1724137931034483,0.11206896551724138,0.1724137931034483,0.0603448275862069,0.14655172413793102,0.08620689655172414,0.0
Mozart,K333-3_reviewed,0.2823920265780731,0.12292358803986711,0.16611295681063123,0.11960132890365449,0.07641196013289037,0.029900332225913623,0.16611295681063123,0.036544850498338874,0.0
Mozart,K457-1_reviewed,0.07272727272727272,0.07272727272727272,0.2,0.09090909090909091,0.18787878787878787,0.08484848484848485,0.15151515151515152,0.13333333333333333,0.006060606060606061
Mozart,K457-2_reviewed,0.088,0.064,0.32,0.056,0.12,0.016,0.272,0.024,0.04
Mozart,K457-3_reviewed,0.12162162162162163,0.13063063063063063,0.17117117117117117,0.10810810810810811,0.17567567567567569,0.02702702702702703,0.18018018018018017,0.06306306306306306,0.02252252252252252
Mozart,K533-1_reviewed,0.13372093023255813,0.14534883720930233,0.14244186046511628,0.13372093023255813,0.22093023255813954,0.03197674418604651,0.16279069767441862,0.029069767441860465,0.0
Mozart,K533-2_reviewed,0.20300751879699247,0.15789473684210525,0.16541353383458646,0.14285714285714285,0.07518796992481203,0.03007518796992481,0.15037593984962405,0.03759398496240601,0.03759398496240601
